"CLIENT_ID","AGE","REGION","GENDER","JOB","ORGANIZATION","INCOME","MARITAL_STATUS","IP_FLAG","SME_FLAG","EMPLOYEE_FLAG","REFUGEE_FLAG","PDN"
"21351","57","Московская","2","","ООО ""ПАРУС"" АПТЕКА ПЛАНЕТА ЗДОРОВЬЯ","80000","Женат / замужем","0","0","0","0","27.8"
"21356","37","Кировская","1","","ОАО ""ВЕСНА""","50000","Женат / замужем","0","0","0","0","44.4"
"21363","41","Татарстан","1","","ООО ""ПРЕМИУМ СТРОЙ""","100000","Неизвестно","0","0","0","0","30.1"
"21364","24","Северная Осетия - Алания","1","","ИП АХМАДОВА ЗАРЕМА ИСАЕВНА","50000","Неизвестно","0","0","0","0","71.8"
"21373","39","Ростовская","2","","ООО ЮЖНЫЙ ТРАНЗИТ","85000","Неизвестно","0","0","0","0","46.6"
"21381","32","Тульская","2","","ИП ГАВРИЛИНА Н.В.","200000","Неизвестно","0","0","0","0","45.4"
"21395","34","Белгородская","1","","000 СТИ","220000","Не женат / не замужем","0","0","0","0","44"
"21402","31","Дагестан","1","","ДИАГНОСТИКА ГРУЗОВЫХ АВТО","50000","Женат / замужем","0","0","0","0","19.2"
"21410","40","Волгоградская","1","","ИП ТОРЧЕЕВА Ж.Г.","120000","Неизвестно","0","0","0","0","54.1"
"21411","39","Краснодарский","2","","АО ЛАДОЖСКИЙ ЭЛЕВАТОР","35000","Женат / замужем","0","0","0","0","41.4"
"21412","36","Дагестан","2","","ИП ГЕРЕЕВА Р. МАГАЗИН №3","62000","Неизвестно","0","0","0","0","85.2"
"21426","51","Москва","1","","ООО МАСТЕРСКАЯ ЧУДЕС","98000","Неизвестно","0","0","0","0","46.7"
"21430","35","Московская","1","","АО ""РУСАЛ""","140000","Разведен / Разведена","0","0","0","0","72.1"
"21455","69","Мордовия","2","","ПЕНСИОННЫЙ ФОНД РФ","34000","Неизвестно","0","0","0","0","56.6"
"21470","53","Санкт-Петербург","1","","ООО ""ПЕТРО""","90000","Неизвестно","0","0","0","0","23.8"
"21478","31","Томская","1","","ООО ""ТРЦ""","150000","Женат / замужем","0","0","0","0","82.2"
"21483","32","Чувашская Республика -","2","","БАНК ВТБ (ПАО)","84000","Женат / замужем","0","0","0","0","32.5"
"21496","38","Белгородская","2","","ООО ""ТЕОСОФИЯ ПЛЮС""","150000","Неизвестно","0","0","0","0","45.3"
"21499","40","Ростовская","2","","ООО ТАНДЕР","71000","Неизвестно","0","0","0","0","85.7"
"21502","52","Москва","1","","ООО ""ГИЛБЕРТ МАРИН""","120000","Неизвестно","0","0","0","0","49.7"
"21513","69","Краснодарский","2","","ПФ РФ","80000","Женат / замужем","0","0","0","0","11"
"21529","47","Татарстан","1","","ООО ""СТРОЙТЕХНИКА""","90000","Неизвестно","0","0","0","0","41.5"
"21539","55","Саратовская","1","","ФГБУ 2 ОТРЯД ФПС ГПС ПО САРАТОВСКОЙ ОБЛАСТИ ДОГОВОРНОЙ","35000","Женат / замужем","0","0","0","0","25.4"
"21552","35","Челябинская","2","","МОУ СОШ №3 ГОРОДА МАГНИТОГОРСК","70000","Разведен / Разведена","0","0","0","0","84.4"
"21555","41","Челябинская","1","","ФГБУ ИАЦ СУДЕБНОГО ДЕПАРТАМЕНТА","40000","Не женат / не замужем","0","0","0","0","20.2"
"21560","37","Астраханская","2","","ООО РЕНЕССАНС КРЕДИТ КБ","69500","Неизвестно","0","0","0","0","14.6"
"21563","28","Белгородская","1","","АДМИНИСТРАЦИЯ БЕЛГОРОДСКОГО РАЙОНА","100000","Неизвестно","0","0","0","0","67.7"
"21569","55","Московская","2","","ОАО РЖД","50000","Женат / замужем","0","0","0","0","93.5"
"21570","32","Брянская","1","","ОА ТРАНСИНЖСТРОЙ СМУ 162","75000","Женат / замужем","0","0","0","0","122.1"
"21573","30","Москва","2","","АО ""ДОМИНАНТА-СЕРВИС""","140000","Неизвестно","0","0","0","0","30"
"21583","44","Москва","2","","ООО МУРК.РУ","90000","Неизвестно","0","0","0","0","66.2"
"21595","32","Ставропольский","2","","ИП ГУЛАКСИЗОВ ВИКТОР ВОЛОДИЕВИЧ","40000","Женат / замужем","0","0","0","0","11.7"
"21596","33","Ставропольский","2","","КБ ?Ренессанс Кредит? (ООО)","40000","Неизвестно","0","0","0","0","20.8"
"21612","67","Томская","1","","АО СХК","60000","Разведен / Разведена","0","0","0","0","114.7"
"21653","51","Орловская","2","","ООО""АРТСТРОЙ""","40000","Женат / замужем","0","0","0","0","27.7"
"21654","27","Санкт-Петербург","2","","ООО ФОРУМ","110000","Неизвестно","0","0","0","0","37.8"
"21682","40","Москва","1","","ГАУ МОСЖИЛНИИПРОЕКТ","50000","Не женат / не замужем","0","0","0","0","24"
"21683","35","Омская","2","","БУЗОО БСМЭ","30000","Неизвестно","0","0","0","0","62.2"
"21686","41","Москва","1","","АО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ""","145000","Неизвестно","0","0","0","0","60"
"21687","51","Удмуртская","1","","УФСВНГ","54000","Разведен / Разведена","0","0","0","0","32.3"
"21700","34","Челябинская","2","","ОАО ""РЖД""","50000","Не женат / не замужем","0","0","0","0","54.6"
"21718","39","Курская","2","","ООО ""АГРОПРОМКОМПЛЕКТАЦИЯ""","44000","Не женат / не замужем","0","0","0","0","58.8"
"21735","51","Северная Осетия - Алания","1","","МВД ПО РСО-АЛАНИИ","74000","Неизвестно","0","0","0","0","32.5"
"21759","45","Москва","2","","ООО ФРИСТАЙЛ ТЕХНОЛОДЖИ","150000","Неизвестно","0","0","0","0","56.2"
"21783","32","Иркутская","1","","ООО АЗБУКА БРАЗИЯ","25000","Не женат / не замужем","0","0","0","0","36.1"
"21784","22","Кемеровская область - Кузбасс","2","","ООО ""АЛЬЯНС-МЕБЕЛЬ ""","35000","Не женат / не замужем","0","0","0","0","66.3"
"21794","52","Алтайский","2","","ИП ФОМЧЕНКО Н. А.","50000","Не женат / не замужем","0","0","0","0","28.2"
"21804","44","Татарстан","1","","ООО ""ХОХЛАНД РУССЛАНД""","98000","Женат / замужем","0","0","0","0","35.7"
"21823","59","Челябинская","1","","ООО ""НОВСТРИМ""","120000","Неизвестно","0","0","0","0","74"
"21832","42","Тюменская","2","","ОАО РЖД","135000","Неизвестно","0","0","0","0","47.2"
"21839","27","Брянская","2","","МБОК СОШ №39","60000","Неизвестно","0","0","0","0","39.2"
"21842","34","Саха /Якутия/","2","","АО ПОЧТА РОССИИ","58000","Неизвестно","0","0","0","0","58.3"
"21843","54","Курганская","1","","ПРОКУРАТУРА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КУРГАНСКОЙ ОБЛАСТИ","120000","Неизвестно","0","0","0","0","34.1"
"21863","35","Ленинградская","2","","ООО ""КВАДРО ДЕКОР""","70000","Неизвестно","0","0","0","0","102.2"
"21865","52","Челябинская","1","","ООО""ЕВРОКОН""","100000","Неизвестно","0","0","0","0","30.7"
"21866","41","Челябинская","2","","ОКУ ЦЗН Г.ЧЕЛЯБИНСКА","59000","Неизвестно","0","0","0","0","74.1"
"21872","49","Пермский","2","","ИП ПЛОТНИКОВА ТАТЬЯНА СТЕПАНОВА","40000","Неизвестно","0","0","0","0","49"
"21877","31","Волгоградская","1","","ГЛОБАЛ КЕМИКАЛ","60000","Женат / замужем","0","0","0","0","32"
"21881","28","Башкортостан","2","","ИП ПЛЕТНЁВА ОКСАНА ГЕОРГИЕВНА","80000","Разведен / Разведена","0","0","0","0","647.6"
"21882","55","Кемеровская область - Кузбасс","2","","ООО ""РОДНАЯ ЗЕМЛЯ""","45000","Женат / замужем","0","0","0","0","129.7"
"21889","33","Иркутская","1","","ООО ""ДНС РИТЕЙЛ""","50000","Неизвестно","0","0","0","0","17.1"
"21894","46","Нижегородская","1","","ИП БАДОЯН","60000","Женат / замужем","0","0","0","0","57.7"
"21898","40","Дагестан","2","","ООО ""М.ВИДЕО МЕНЕДЖМЕНТ""","17000","Женат / замужем","0","0","0","0","17.4"
"21911","34","Новосибирская","1","","ОСК ""ИНФОТРАНС""","80000","Неизвестно","0","0","0","0","74.6"
"21914","60","Чувашская Республика -","2","","ООО ""ЩИТ""","68000","Неизвестно","0","0","0","0","61.1"
"21917","35","Удмуртская","2","","ООО ЛЮБИМЫЕ ПРОДУКТЫ","85000","Неизвестно","0","0","0","0","102.3"
"21918","43","Владимирская","1","","ИП Деев Артем Алексеевич","30000","Неизвестно","0","0","0","0","32.8"
"21920","41","Москва","1","","ООО","150000","Неизвестно","0","0","0","0","22.6"
"21923","29","Ростовская","1","","САМОЗАНЯТЫЙ","50000","Не женат / не замужем","0","0","0","0","24.1"
"21937","56","Челябинская","1","","ПЕНСИОННЫЙ ФОНД","31600","Неизвестно","0","0","0","0","16.5"
"21938","47","Волгоградская","2","","КИМ Е.И.","300000","Неизвестно","0","0","0","0","30.6"
"21939","35","Краснодарский","2","","АО МПБК ""ОЧАКОВО""","50000","Неизвестно","0","0","0","0","50.9"
"21947","37","Чувашская Республика -","2","","ООО ПРОСПЕКТ-4","105000","Неизвестно","0","0","0","0","74.2"
"21948","29","Ханты-Мансийский Автономный округ - Югра","1","","ИП ЩЕРБАКОВА ЮЛИЯ","80000","Женат / замужем","0","0","0","0","26.6"
"21951","39","Ставропольский","2","","ИП РОЖКО ЕГОР АЛЕКСАНДРОВИЧ","52000","Разведен / Разведена","0","0","0","0","72.8"
"21965","30","Мордовия","1","","САМОЗАНЯТЫЙ","346500","Неизвестно","0","0","0","0","77.6"
"21974","51","Свердловская","2","","ИП Климова Анна Вадимовна","268000","Неизвестно","0","0","0","0","68.7"
"21977","45","Алтайский","2","","ОАО СТВ ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ","42000","Неизвестно","0","0","0","0","60.3"
"22002","74","Иркутская","2","","ПЕНСИОННЫЙ ФОНД РФ","25000","Вдовец / Вдова","0","0","0","0","37.3"
"22015","26","Приморский","2","","МБОУ СОШ №22","120000","Женат / замужем","0","0","0","0","38.7"
"22023","56","Липецкая","2","","ООО""АГРОТОРГ""","30000","Неизвестно","0","0","0","0","76.8"
"22039","29","Ростовская","2","","ООО МОЛВЕСТ","100000","Женат / замужем","0","0","0","0","48.4"
"22041","47","Санкт-Петербург","2","","АО АТОМЭНЕРГОПРОЕКТ","100000","Женат / замужем","0","0","0","0","12.1"
"22046","33","Дагестан","2","","ЧАСТНЫЙ ДЕТСКИЙ САД ""МИКИ""","98000","Женат / замужем","0","0","0","0","16.5"
"22053","28","Свердловская","2","","САМОЗАНЯТЫЙ","80000","Неизвестно","0","0","0","0","56.8"
"22054","30","Смоленская","1","","ВЯЗЕМСКАЯ ДИСТАНЦИЯ ПУТИ ПЧ-43","50000","Не женат / не замужем","0","0","0","0","40.3"
"22074","46","Свердловская","2","","ФИЛИАЛ ООО ""ЭНЕРГОПРОМ"" (Г НИЖНИЙ ТАГИЛ)","40000","Женат / замужем","0","0","0","0","46.2"
"22092","57","Санкт-Петербург","1","","ООО ТК""ТЕЛЕСВЯЗЬ""","120000","Женат / замужем","0","0","0","0","19.2"
"22097","21","Москва","2","","ООО ТАНДЕР","65000","Не женат / не замужем","0","0","0","0","18.2"
"22098","58","Ленинградская","2","","ООО ""ОО ""ВЫМПЕЛ-НЕВА""","100000","Женат / замужем","0","0","0","0","65.9"
"22102","25","Санкт-Петербург","1","","ООО АЙСБЕРГ","120000","Женат / замужем","0","0","0","0","29.6"
"22106","22","Московская","2","","ООО РУССКИЕ СЕЗОНЫ КУРОРТ ПЕРЕСВЕТ","30000","Не женат / не замужем","0","0","0","0","23.4"
"22107","36","Мордовия","1","","АО МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ","40000","Не женат / не замужем","0","0","0","0","56.8"
"22114","51","Новосибирская","2","","ООО ""АГРОФИРМА ""ВЕЛЕС""","100000","Неизвестно","0","0","0","0","59.9"
"22119","38","Московская","1","","ОАО ОТП БАНК","100000","Женат / замужем","0","0","0","0","57.6"
"22123","33","Чеченская","2","","МБОУ СОШ 56","78620","Неизвестно","0","0","0","0","40"
"22125","42","Красноярский","2","","КРАСНОЯРСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР ИМ. А.И. КРЫЖАНОВСКОГО","40000","Не женат / не замужем","0","0","0","0","69.8"
"22127","36","Иркутская","1","","ООО РАФТ ЛИЗИНГ","110000","Женат / замужем","0","0","0","0","12.4"
"22147","38","Краснодарский","1","","СНС","70000","Не женат / не замужем","0","0","0","0","12.7"
"22148","53","Курская","1","","ООО ""А.П.Р""","45000","Женат / замужем","0","0","0","0","58.5"
"22164","43","Свердловская","1","","ИП БАРАНОВ ВЛАДИМИР АЛЕКСАНДРОВИЧ","80000","Женат / замужем","0","0","0","0","21.5"
"22166","50","Кемеровская область - Кузбасс","2","","ООО АЛЬЯНС","50000","Неизвестно","0","0","0","0","33.6"
"22183","52","Воронежская","2","","ФЕДЕРАЛЬНАЯ СЕТЬ ШКОЛ БАЛЕТА БАЛЕТ С 2-Х ЛЕТ","30000","Женат / замужем","0","0","0","0","39.2"
"22196","50","Москва","2","","ИП Ежевикин Сергей Игоревич","50000","Женат / замужем","0","0","0","0","59.6"
"22199","30","Саратовская","2","","ООО АВТОТРАССА","35000","Женат / замужем","0","0","0","0","27.4"
"22215","42","Челябинская","2","","АО ""ГОРТОРГ""","26000","Неизвестно","0","0","0","0","51"
"22239","49","Новосибирская","2","","АО СУХОЙ НАЗ ИМЕНИ ЧКАЛОВА","51000","Неизвестно","0","0","0","0","124.6"
"22241","22","Московская","2","","ООО ""КАПЕЛЛА""","30000","Неизвестно","0","0","0","0","32.9"
"22246","48","Красноярский","1","","ООО КОММАРКЕТ","30000","Неизвестно","0","0","0","0","90.9"
"22255","55","Краснодарский","2","","ГУП ГУП КРАСНОДАРСКОГО КРАЯ ДАГОМЫССКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ","70000","Неизвестно","0","0","0","0","20.4"
"22268","51","Астраханская","2","","ООО ""СКАНДИНАВ""","45000","Женат / замужем","0","0","0","0","48.9"
"22277","63","Дагестан","2","","МБОУ ""СОШ № 25""","28800","Женат / замужем","0","0","0","0","36.8"
"22285","35","Краснодарский","2","","ПАО ДЭК","42000","Неизвестно","0","0","0","0","115.1"
"22290","31","Саратовская","1","","ООО ""СПЕЙС АП""","150000","Не женат / не замужем","0","0","0","0","20.5"
"22299","40","Краснодарский","1","","ООО РУЭКСПЕДИЦИЯ","85000","Не женат / не замужем","0","0","0","0","48"
"22311","37","Москва","2","","ООО СИСТЕМА ПБО","55000","Женат / замужем","0","0","0","0","146.1"
"22317","28","Смоленская","1","","АО ""КОНЦЕРН ""УРАЛВАГОНЗАВОД""","58000","Неизвестно","0","0","0","0","30.6"
"22320","50","Краснодарский","1","","ООО ""ЭСТЕЛЬ СЕРВИС ЮГ""","140000","Женат / замужем","0","0","0","0","266.8"
"22349","22","Астраханская","2","","ПАО ""СОВКОМБАНК""","40000","Женат / замужем","0","0","0","0","24.2"
"22356","38","Карачаево-Черкесская","2","","ООО ""ТЕПЛОВЫЕ СЕТИ""","41250","Женат / замужем","0","0","0","0","38.6"
"22372","52","Санкт-Петербург","1","","ОКТЯБРЬСКИЙ ЦЕНТР МЕТРОЛОГИИ ОАО РЖД","60000","Женат / замужем","0","0","0","0","102.5"
"22374","23","Кабардино-Балкарская","1","","НЕТ НАЗВАНИЯ.","35000","Не женат / не замужем","0","0","0","0","9.8"
"22375","74","Москва","1","","ООО МАИР-С","12000","Не женат / не замужем","0","0","0","0","24.3"
"22386","48","Воронежская","2","","ООО ""ВОЛОВСКИЙ БРОЙЛЕР""","60000","Не женат / не замужем","0","0","0","0","60.6"
"22388","47","Тверская","1","","ИП СЕКАЧЕВ ВЛАДИСЛАВ ВАЛЕРЬЕВИЧ","150000","Разведен / Разведена","0","0","0","0","15"
"22414","38","Москва","2","","АО ""РУСАЛ""","150000","Не женат / не замужем","0","0","0","0","7.2"
"22445","45","Красноярский","2","","ИП АЛЮЩЕНКО Г.Ю","41500","Неизвестно","0","0","0","0","75.9"
"22454","39","Свердловская","1","","КБ ""ЛОКО-БАНК"" (АО)","190000","Неизвестно","0","0","0","0","22.9"
"22463","28","Нижегородская","2","","САМОЗАНЯТЫЙ","55000","Не женат / не замужем","0","0","0","0","19.9"
"22464","57","Санкт-Петербург","2","","ООО ""НПО ""ЭНЕРГОСТРОЙ""","46940","Неизвестно","0","0","0","0","10"
"22476","44","Московская","1","","ООО ""АВТОРУСЬ РИТЕЙЛ""","100000","Женат / замужем","0","0","0","0","45.4"
"22481","41","Московская","2","","ПАО ВТБ БАНК","72910","Не женат / не замужем","0","0","0","0","73.9"
"22495","44","Северная Осетия - Алания","2","","ИП БАСИЕВА М. Б.","80000","Неизвестно","0","0","0","0","97.4"
"22501","53","Дагестан","2","","ПЕНСИОННЫЙ ФОНД РОССИИ","60000","Не женат / не замужем","0","0","0","0","12.9"
"22512","43","Саратовская","2","","ООО ООО "" ПАНОРАМА""","50000","Женат / замужем","0","0","0","0","17"
"22516","53","Москва","2","","ООО МАГАЗИН ИГРУШЕК","70000","Не женат / не замужем","0","0","0","0","38.1"
"22528","30","Ростовская","1","","ИП ЮЗЕФОВ НИКОЛАЙ НИКОЛАЕВИЧ","57000","Не женат / не замужем","0","0","0","0","32.2"
"22529","38","Адыгея","2","","АГУ","40000","Женат / замужем","0","0","0","0","75.7"
"22532","57","Москва","1","","ООО ""ВЫСОТА 43""","150000","Неизвестно","0","0","0","0","35.3"
"22539","36","Волгоградская","2","","КОМИТЕТ ПО КУЛЬТУРЕ И МОЛОДЕЖНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИ СРЕДНЕАХТУБИНС","35000","Женат / замужем","0","0","0","0","46.8"
"22546","29","Дагестан","2","","ООО МАГАЗИН ЯВАШ","45000","Женат / замужем","0","0","0","0","38.4"
"22552","48","Калининградская","2","","САМОЗАНЯТЫЙ","50000","Не женат / не замужем","0","0","0","0","21.2"
"22565","51","Алтайский","1","","ИП МИРЗОМАХМУДОВ Д.А.","150000","Не женат / не замужем","0","0","0","0","20.5"
"22585","39","Ставропольский","2","","ИВАНОВА ИП","75000","Женат / замужем","0","0","0","0","75.8"
"22591","37","Саха /Якутия/","2","","ООО СТАТУС+","200000","Неизвестно","0","0","0","0","69.7"
"22594","45","Пензенская","1","","ООО РОССЕТИ ВОЛГА","70000","Неизвестно","0","0","0","0","202.5"
"22613","32","Башкортостан","2","","АО ""ДАРС""","45000","Неизвестно","0","0","0","0","157.3"
"22644","26","Москва","2","","ООО ВЕСТА","75000","Женат / замужем","0","0","0","0","22"
"22648","44","Санкт-Петербург","1","","ООО ""ХОГАРТ-НЕВА""","65000","Неизвестно","0","0","0","0","29.6"
"22651","29","Пермский","1","","ООО ""ИННА КОНСАЛТИНГ""","240000","Неизвестно","0","0","0","0","25.8"
"22665","51","Пермский","2","","ГИПЕР МАРКЕТ СЕМЬЯ","15600","Не женат / не замужем","0","0","0","0","65.7"
"22676","27","Удмуртская","1","","ФКИ ""ЗЕНИТ""","155000","Неизвестно","0","0","0","0","13.9"
"22684","36","Москва","1","","СКОЛКОВСКИЙ ИНСТИТУТ НАУКИ И ТЕХНОЛОГИЙ, СКОЛТЕХ","150000","Не женат / не замужем","0","0","0","0","24.4"
"22690","41","Камчатский","2","","ООО КУРЬЕР ПЛЮС","120000","Не женат / не замужем","0","0","0","0","46.8"
"22695","26","Краснодарский","1","","РЕСТОРАН-КАРАОКЕ ""ЗОЛОТАЯ ЛИХОРАДКА""","90000","Не женат / не замужем","0","0","0","0","63.2"
"22703","31","Нижегородская","2","","ПАО ВЫМПЕЛКОМ","30000","Женат / замужем","0","0","0","0","41.2"
"22706","45","Брянская","2","","ОАО,,ТРУБЧЕВСКХЛЕБ,,","65000","Неизвестно","0","0","0","0","59.5"
"22724","34","Тульская","2","","ТКФ ""ЯСНАЯ ПОЛЯНА""","60000","Неизвестно","0","0","0","0","99.59"
"22725","52","Астраханская","1","","ООО ""ЯНДЕКС""","60000","Неизвестно","0","0","0","0","47.1"
"22732","40","Краснодарский","2","","ГКУ СО КК ""ПАВЛОВСКИЙ СРЦН""","33000","Женат / замужем","0","0","0","0","10.7"
"22735","40","Воронежская","1","","ООО ДЕЛОВЫЕ ЛИНИИ","90000","Не женат / не замужем","0","0","0","0","29.5"
"22738","52","Северная Осетия - Алания","2","","ООО ""МЕРКУРИЙ""","55000","Неизвестно","0","0","0","0","42"
"22751","44","Ростовская","1","","ООО ""ЛЕНТА""","60000","Неизвестно","0","0","0","0","41.8"
"22757","58","Кемеровская область - Кузбасс","2","","ГОСУДАРСТВЕННАЯ БИБЛИОТЕКА КУЗБАССА ДЛЯ ДЕТЕЙ И МОЛОДЕЖИ","85000","Неизвестно","0","0","0","0","56.7"
"22763","71","Пензенская","2","","ПЕНСИОННЫЙ ФОНД РФ","50000","Неизвестно","0","0","0","0","27.3"
"22802","45","Дагестан","2","","ДАМСКИЙ ЦЕНТР ""СОФИЯ""","50000","Разведен / Разведена","0","0","0","0","22.1"
"22810","51","Ставропольский","2","","ОАО КБК ЧЕРЕМУШКИ","60000","Неизвестно","0","0","0","0","57.4"
"22814","45","Удмуртская","2","","ООО НЕФТЕЗАПЧАСТЬ","40000","Женат / замужем","0","0","0","0","43.8"
"22826","41","Тульская","2","","ООО КОМУС","30000","Вдовец / Вдова","0","0","0","0","79"
"22845","60","Московская","1","","ИП Д.Н. КОЗЬМИНЫХ","35000","Разведен / Разведена","0","0","0","0","20.5"
"22869","22","Тамбовская","1","","ЛПУ ""ССМП ""ДОМАШНИЙ ДОКТОР""","115000","Неизвестно","0","0","0","0","26.9"
"22876","49","Санкт-Петербург","2","","ПАО ТГК-1","85260","Женат / замужем","0","0","0","0","36.7"
"22878","28","Москва","2","","ООО КЛАУСТРОФОБИЯ","120000","Не женат / не замужем","0","0","0","0","18.1"
"22881","53","Волгоградская","2","","ИП ГЕТМАНОВ В.М.","80000","Неизвестно","0","0","0","0","166.3"
"22893","33","Пензенская","2","","КБ ?РЕНЕССАНС КРЕДИТ? (ООО)","52000","Неизвестно","0","0","0","0","153.5"
"22894","41","Свердловская","2","","УПРАВЛЕНИЕ ЖКХ И СТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ ТГО","35000","Женат / замужем","0","0","0","0","45.4"
"22899","41","Московская","1","","ООО ДОНТРАНСПЛЮС","100000","Неизвестно","0","0","0","0","50"
"22906","38","Смоленская","1","","ИП САМУСЕНКОВ Р. Ю.","75000","Не женат / не замужем","0","0","0","0","38.6"
"22914","51","Кемеровская область - Кузбасс","2","","ООО ЦТИК","60000","Неизвестно","0","0","0","0","37.3"
"22925","48","Костромская","1","","ДЕНСЕРВИС","35000","Не женат / не замужем","0","0","0","0","48.8"
"22926","42","Свердловская","2","","МБДОУ ДЕТСКИЙ САД №436","56000","Неизвестно","0","0","0","0","69.1"
"22927","47","Москва","1","","АО ""МОСВОДОКАНАЛ""","60000","Неизвестно","0","0","0","0","60.1"
"22936","31","Вологодская","1","","АО АПАТИТ","85000","Неизвестно","0","0","0","0","48.4"
"22954","25","Волгоградская","2","","ООО ХКФ БАНК","36000","Неизвестно","0","0","0","0","18.1"
"22967","48","Алтайский","2","","ИП ЛЕВИН Л.А.","50000","Неизвестно","0","0","0","0","26.3"
"22969","46","Удмуртская","2","","НАО ИЖЕВСКИЙ МОТОЗАВОД АКСИОН-ХОЛДИНГ","50000","Не женат / не замужем","0","0","0","0","31.2"
"22978","38","Рязанская","2","","ООО РЕРУМС","150000","Неизвестно","0","0","0","0","66.4"
"22986","33","Кабардино-Балкарская","2","","ООО ""БИБЛИОТЕКА № 1""","78000","Неизвестно","0","0","0","0","73.7"
"22994","38","Тверская","1","","ОАО ТВЗ","40000","Не женат / не замужем","0","0","0","0","99.9"
"22996","39","Москва","1","","ООО ГЕОГРАФИЧЕСКИЙ КЛУБ","90000","Не женат / не замужем","0","0","0","0","4.1"
"23027","40","Волгоградская","1","","ООО СПЕЦСЕРВИС","120000","Неизвестно","0","0","0","0","10.2"
"23032","33","Воронежская","1","","ИП АЧКАСОВА ЕЛЕНА ВАСИЛЬЕВНА","110000","Не женат / не замужем","0","0","0","0","31.5"
"23035","67","Татарстан","2","","ПФР","35000","Неизвестно","0","0","0","0","53.9"
"23173","37","Вологодская","2","","ИП Роздухов Максим Евгеньевич","43000","Неизвестно","0","0","0","0","62.1"
"23189","40","Вологодская","1","","ПАО СЕВЕРСТАЛЬ","75000","Не женат / не замужем","0","0","0","0","95.9"
"23205","42","Тюменская","2","","ООО РИГА","69000","Неизвестно","0","0","0","0","62.3"
"23209","59","Санкт-Петербург","2","","ЧУЗ ""КБ"" РЖД-МЕДИЦИНА "" Г. САНКТ-ПЕТЕРБУРГ","65000","Неизвестно","0","0","0","0","73.4"
"23210","53","Курганская","2","","ИП МЕДВЕДЕВА Л.А.","60000","Неизвестно","0","0","0","0","76.2"
"23211","37","Коми","1","","ГБУ РК ТЦМК РК","185000","Женат / замужем","0","0","0","0","39.9"
"23219","48","Татарстан","1","","ОАО ""МФЦ""","90000","Неизвестно","0","0","0","0","39.1"
"23221","28","Адыгея","2","","ООО ХОУМ КРЕДИТ БАНК","45000","Женат / замужем","0","0","0","0","47.4"
"23224","28","Смоленская","1","","ГБОУ ШКОЛА № 428 ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА","100000","Неизвестно","0","0","0","0","33.6"
"23233","62","Астраханская","2","","МКОУ ""БАСИНСКАЯ ООШ""","68000","Разведен / Разведена","0","0","0","0","61.4"
"23239","41","Коми","2","","Парикмахерская Блюз","60000","Неизвестно","0","0","0","0","78.9"
"23248","22","Астраханская","2","","КИСЛОРОД","52300","Неизвестно","0","0","0","0","60.7"
"23249","47","Краснодарский","2","","ИП Павленко Наталья Николаевна","75000","Женат / замужем","0","0","0","0","59"
"23256","53","Томская","2","","ОТЕЛЬ КЛАССИК","60000","Не женат / не замужем","0","0","0","0","78.1"
"23261","33","Астраханская","2","","ОАО ""РЖД ""","50000","Разведен / Разведена","0","0","0","0","32.7"
"23268","49","Кабардино-Балкарская","2","","МУ УПРАВЛЕНИЯ ОБРАЗОВАНИЯ БАКСАНСКОГО РАЙОНА","55000","Неизвестно","0","0","0","0","108.7"
"23270","47","Удмуртская","1","","ООО ТД ЭНКО","50000","Женат / замужем","0","0","0","0","40"
"23271","61","Омская","2","","МУЗГК БСМП","48000","Неизвестно","0","0","0","0","43.3"
"23273","22","Краснодарский","1","","ООО ""ЭСКА""","40000","Не женат / не замужем","0","0","0","0","78.7"
"23279","70","Кировская","2","","ПЕНСИОННЫЙ ФОНД РФ","80000","Вдовец / Вдова","0","0","0","0","57.8"
"23281","23","Калужская","2","","ООО ЗАВОД ОПЫТНОГО ПРИБОРОСТРОЕНИЯ","45000","Не женат / не замужем","0","0","0","0","31.1"
"23284","62","Москва","1","","ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ШМЕЛЬКОВ АРТУР МАРАТОВИЧ","155000","Не женат / не замужем","0","0","0","0","33.9"
"23285","42","Дагестан","2","","МКОУ ""КУГСКАЯ СОШ ИМ.Б.БАЙРАМБЕКОВА""","38000","Женат / замужем","0","0","0","0","50.4"
"23290","29","Иркутская","2","","ООО РН-БУРЕНИЕ","76000","Не женат / не замужем","0","0","0","0","44"
"23309","32","Пермский","2","","ОАО ""АМЗ""","46000","Неизвестно","0","0","0","0","39.8"
"23315","33","Хакасия","1","","РУСАЛ САЯНОГОРСК","70000","Женат / замужем","0","0","0","0","75.7"
"23316","39","Московская","2","","ПАО ""АЭРОФЛОТ""","90000","Разведен / Разведена","0","0","0","0","28.7"
