"CLIENT_ID","CARD_TYPE","PRODUCT_CODE","CС_LIMIT_NVAL","СС_GRACE_PERIOD","CURR_RATE","OPEN_DT","СС_OVERDUE_IND"
"5362","кредитная","CC_STAFF_BLOCKBUSTER_26.9","299001","316","26.9","7/17/2023","0"
"12917","кредитная","CC_GRACE145_repr3","80000","86","14.9","12/6/2022","0"
"23820","кредитная","CC_BB_4.0","20000","55","20.9","4/18/2024","0"
"32360","кредитная","CC_BLOCKBUSTER_31.9","112000","340","31.9","7/24/2023","0"
"22651","кредитная","CC_BLOCKBUSTER_31.9","60000","359","31.9","7/6/2023","0"
"10852","кредитная","CC_BLOCKBUSTER_31.9","60000","177","31.9","7/21/2023","0"
"32721","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","299000","329","31.9","7/4/2023","0"
"35359","кредитная","CC_BLOCKBUSTER_31.9","120000","359","31.9","7/5/2023","0"
"14923","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","125000","237","27.9","11/7/2023","0"
"15357","кредитная","CC_BLOCKBUSTER_31.9","120001","329","31.9","7/4/2023","0"
"12218","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","50000","86","27.9","11/26/2023","0"
"13901","кредитная","CC_GRACE145_repr2","75001","86","14.9","4/15/2022","0"
"22374","кредитная","CC_BLOCKBUSTER_2.0_ONLINE_Q3_23","113000","231","27.9","10/30/2023","0"
"20429","кредитная","CC_GRACE145_repr3","46001","115","14.9","12/27/2022","0"
"16960","кредитная","CC_BLOCKBUSTER_33.9","60000","327","33.9","6/30/2023","0"
"25060","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","75001","315","31.9","7/19/2023","0"
"20593","кредитная","CC_BLOCKBUSTER_31.9","62000","330","31.9","7/3/2023","0"
"6599","кредитная","CC_1.5cashback_repr","300000","596","14.9","10/17/2022","0"
"29723","кредитная","CC_BLOCKBUSTER_33.9","30000","386","33.9","6/14/2023","0"
"9504","кредитная","CC_BLOCKBUSTER_31.9","60000","327","31.9","7/7/2023","0"
"23882","кредитная","CC_BLOCKBUSTER_31.9","40000","318","31.9","8/12/2023","0"
"7858","кредитная","CC_205_2.0","100000","56","28.9","5/13/2024","0"
"17567","кредитная","CC_BLOCKBUSTER_31.9","80000","322","31.9","7/13/2023","0"
"17331","кредитная","CC_GRACE145_29.9","95000","56","69.9","12/30/2022","0"
"1692","кредитная","CC_BLOCKBUSTER_31.9","60001","177","31.9","8/17/2023","0"
"11004","кредитная","CC_BLOCKBUSTER_31.9","200000","328","31.9","7/5/2023","0"
"2124","кредитная","CC_GRACE145_Q3_23","120000","115","31.9","8/24/2023","0"
"31614","кредитная","CC_GRACE145_repr3","151000","55","14.9","10/24/2022","0"
"39070","кредитная","CC_GRACE145_repr3","85000","56","14.9","4/7/2022","0"
"30935","кредитная","CC_BLOCKBUSTER_31.9","60000","328","31.9","7/5/2023","0"
"23329","кредитная","CC_BLOCKBUSTER_31.9","30000","298","31.9","7/27/2023","0"
"1648","кредитная","CC_GRACE145_repr3","121000","55","14.9","4/28/2023","0"
"2147","кредитная","CC_BLOCKBUSTER_31.9","40000","86","31.9","7/10/2023","0"
"28591","кредитная","CC_GRACE145_ONLINE_repr3","150001","115","69.9","5/14/2022","0"
"19627","кредитная","CC_GRACE145_Q3_23","121000","146","31.9","9/6/2023","0"
"34866","кредитная","CC_GRACE145_repr3","40000","115","14.9","10/21/2022","0"
"452","кредитная","CC_GRACE145_repr3","80000","177","14.9","11/17/2022","0"
"38155","кредитная","CC_GRACE145_28.9","80000","115","28.9","8/26/2022","1"
"22757","кредитная","CC_GRACE145_repr3","125001","115","14.9","6/15/2022","0"
"19504","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","29500","86","27.9","8/31/2023","0"
"3449","кредитная","CC_BLOCKBUSTER_31.9","29500","115","31.9","2/4/2024","0"
"11764","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","100000","264","27.9","9/18/2023","0"
"4419","кредитная","CC_GRACE145_ONLINE","200000","86","35.9","10/26/2022","0"
"18250","кредитная","CC_GRACE145_repr3","241000","91","14.9","5/13/2022","0"
"11868","кредитная","CC_GRACE145_repr3","120000","147","14.9","1/28/2023","0"
"12912","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","299000","234","27.9","11/6/2023","0"
"7851","кредитная","CC_GRACE145_repr3","80000","55","14.9","12/14/2022","0"
"19771","кредитная","CC_BLOCKBUSTER_33.9","40000","327","33.9","6/26/2023","0"
"3447","кредитная","CC_BLOCKBUSTER_31.9","299000","352","31.9","7/12/2023","0"
"37216","кредитная","CC_BB_3.0_XS","166000","143","20.9","1/12/2024","0"
"18527","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","40000","250","27.9","9/13/2023","0"
"2298","кредитная","CC_BLOCKBUSTER_31.9","30000","177","31.9","12/17/2023","0"
"15558","кредитная","CC_GRACE145_29.9","50000","55","29.9","2/20/2023","1"
"18431","кредитная","CC_BLOCKBUSTER_31.9","180001","55","31.9","8/12/2023","0"
"7244","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","45000","146","27.9","1/13/2024","0"
"22869","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","60000","235","27.9","10/5/2023","0"
"37911","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","80000","329","33.9","6/24/2023","0"
"14485","кредитная","CC_BLOCKBUSTER_31.9","299000","329","31.9","7/4/2023","0"
"17255","кредитная","CC_BLOCKBUSTER_31.9","30000","55","31.9","7/3/2023","0"
"11647","кредитная","CC_BLOCKBUSTER_31.9","70000","313","31.9","7/18/2023","0"
"20914","кредитная","CC_GRACE145_ONLINE_repr3","40000","238","69.9","11/28/2022","0"
"16556","кредитная","CC_BLOCKBUSTER_31.9","224000","328","31.9","7/3/2023","0"
"19163","кредитная","CC_BLOCKBUSTER_31.9","54000","320","31.9","8/14/2023","0"
"13431","кредитная","CC_GRACE145_repr3","80000","86","14.9","8/22/2022","0"
"12718","кредитная","CC_BB_5.0","140000","78","18.9","4/19/2024","0"
"10772","кредитная","CC_GRACE145_ONLINE_repr3","150000","146","69.9","11/28/2022","0"
"19894","кредитная","CC_BLOCKBUSTER_31.9","100001","361","31.9","7/3/2023","0"
"16245","кредитная","CC_GRACE145_29.9","100000","146","29.9","1/30/2023","0"
"20111","кредитная","CC_GRACE145_ONLINE_repr3","300000","146","69.9","5/7/2022","0"
"14511","кредитная","CC_GRACE145_repr3","80000","86","14.9","6/18/2022","0"
"15845","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","40000","360","31.9","7/4/2023","0"
"12274","кредитная","CC_BB_4.0_VRT","50000","109","20.9","3/4/2024","0"
"4006","кредитная","CC_GRACE145_repr3","299000","86","14.9","3/28/2022","0"
"11343","кредитная","CC_GRACE145_repr3","40000","146","14.9","10/31/2022","0"
"15114","кредитная","CC_GRACE145_Q3_23","48000","115","31.9","2/2/2024","0"
"4731","кредитная","CC_GRACE145_ONLINE_repr3","88000","86","14.9","8/29/2022","0"
"5257","кредитная","CC_alternative","100001","73","34.9","11/10/2022","0"
"10248","кредитная","CC_BLOCKBUSTER_31.9","20001","356","31.9","7/6/2023","0"
"17950","кредитная","CC_GRACE145_repr3","229000","115","14.9","8/6/2022","0"
"13405","кредитная","CC_BLOCKBUSTER_31.9","50000","317","31.9","8/2/2023","0"
"13373","кредитная","CC_BLOCKBUSTER_31.9","60000","327","31.9","7/7/2023","0"
"9349","кредитная","CC_BLOCKBUSTER_31.9","150001","359","31.9","7/3/2023","0"
"17247","кредитная","CC_BLOCKBUSTER_31.9","76000","324","31.9","8/16/2023","0"
"14115","кредитная","CC_BLOCKBUSTER_31.9","60000","55","31.9","8/15/2023","0"
"24133","кредитная","CC_BB_LITE_NTB","15000","147","28.9","12/21/2023","0"
"2056","кредитная","CC_BB_LITE_NTB","175000","177","28.9","12/30/2023","0"
"12816","кредитная","CC_GRACE145_repr3","100000","146","14.9","11/3/2022","0"
"29862","кредитная","CC_BLOCKBUSTER_31.9","109000","86","31.9","7/8/2023","0"
"4797","кредитная","CC_GRACE145_ONLINE_29.9","50000","56","29.9","2/25/2023","1"
"31148","кредитная","CC_BLOCKBUSTER_31.9","20000","329","31.9","7/6/2023","0"
"49","кредитная","CC_BLOCKBUSTER_33.9","30000","353","33.9","6/17/2023","0"
"33394","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","40000","380","33.9","6/19/2023","0"
"10925","кредитная","CC_BB_5.0_VRT","20000","52","18.9","4/28/2024","0"
"32458","кредитная","CC_GRACE145_28.9","176001","86","28.9","7/9/2022","0"
"11888","кредитная","CC_BLOCKBUSTER_31.9","33065.62","55","31.9","7/24/2023","0"
"1196","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","251000","74","33.9","6/17/2023","0"
"11202","кредитная","CC_GRACE145_repr3","30000","116","14.9","8/2/2023","0"
"19580","кредитная","CC_GRACE145_ONLINE_28.9","104000","56","28.9","8/15/2022","1"
"32256","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","235001","198","27.9","11/16/2023","0"
"20190","кредитная","CC_BB_5.0_VRT","29500","54","24.9","4/30/2024","0"
"10643","кредитная","CC_GRACE145_ONLINE_repr3","80000","55","14.9","11/26/2022","0"
"34416","кредитная","CC_GRACE145_ONLINE_repr3","50000","86","14.9","1/20/2023","0"
"6905","кредитная","CC_GRACE145_repr3","40000","55","14.9","10/6/2022","0"
"31122","кредитная","CC_BLOCKBUSTER_2.0_ONLINE_Q3_23","299000","269","27.9","10/9/2023","0"
"3485","кредитная","CC_BB_3.0_NTB_VRT","100000","86","20.9","3/16/2024","0"
"5270","кредитная","CC_BLOCKBUSTER_31.9","50000","318","31.9","7/15/2023","0"
"36392","кредитная","CC_GRACE145_repr3","50000","146","69.9","3/17/2022","0"
"35663","кредитная","CC_GRACE145_ONLINE_repr3","130000","146","14.9","6/11/2022","0"
"16025","кредитная","CC_BLOCKBUSTER_31.9","30000","327","31.9","7/4/2023","0"
"25150","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","150001","327","31.9","7/6/2023","0"
"36816","кредитная","CC_BLOCKBUSTER_31.9","30001","147","31.9","7/13/2023","1"
"35198","кредитная","CC_GRACE145_ONLINE_repr3","20000","55","69.9","3/30/2023","0"
"35284","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","40000","355","33.9","6/27/2023","0"
"13662","кредитная","CC_GRACE145_repr3","75000","86","14.9","5/12/2023","0"
"35162","кредитная","CC_BLOCKBUSTER_31.9","60001","353","31.9","7/11/2023","0"
"8240","кредитная","CC_GRACE145_repr3","101000","55","14.9","10/20/2022","0"
"30525","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","299000","231","27.9","10/23/2023","0"
"33521","кредитная","CC_GRACE145_repr3","200000","56","14.9","11/5/2022","1"
"4200","кредитная","CC_BLOCKBUSTER_31.9","80000","358","31.9","7/6/2023","0"
"12372","кредитная","CC_BLOCKBUSTER_31.9","299000","74","31.9","7/20/2023","0"
"39053","кредитная","CC_BLOCKBUSTER_31.9","40000","328","31.9","7/6/2023","0"
"24915","кредитная","CC_BLOCKBUSTER_33.9","299000","56","33.9","9/14/2023","0"
"3197","кредитная","CC_BLOCKBUSTER_31.9","150000","327","31.9","7/7/2023","0"
"8285","кредитная","CC_GRACE145_ONLINE_repr3","160000","115","14.9","5/15/2023","0"
"36856","кредитная","CC_GRACE145","40000","56","35.9","12/24/2022","1"
"12379","кредитная","CC_BB_5.0_VRT","100000","50","24.9","5/6/2024","0"
"10743","кредитная","CC_GRACE145_ONLINE_Q3_23","121000","153","31.9","1/17/2024","0"
"33429","кредитная","CC_BLOCKBUSTER_33.9","120000","85","33.9","6/21/2023","0"
"21573","кредитная","CC_GRACE145_repr3","201000","86","14.9","10/19/2022","0"
"27613","кредитная","CC_GRACE145_28.9","120000","55","28.9","10/6/2022","1"
"8594","кредитная","CC_GRACE145_repr3","299000","86","14.9","3/13/2023","0"
"26074","кредитная","CC_GRACE145_ONLINE_repr3","300001","177","14.9","5/21/2022","0"
"37847","кредитная","CC_BLOCKBUSTER_31.9","50000","177","31.9","11/15/2023","0"
"36160","кредитная","CC_GRACE145_repr3","100000","115","14.9","7/9/2022","0"
"4374","кредитная","CC_BLOCKBUSTER_31.9","299000","360","31.9","7/6/2023","0"
"13377","кредитная","CC_BLOCKBUSTER_31.9","75001","328","31.9","7/3/2023","0"
"2039","кредитная","CC_BLOCKBUSTER_31.9","75000","327","31.9","7/6/2023","0"
"16971","кредитная","CC_GRACE145_ONLINE_repr2","60000","146","14.9","3/11/2022","0"
"39053","кредитная","CC_BLOCKBUSTER_31.9","50000","328","31.9","7/6/2023","0"
"28670","кредитная","CC_GRACE145_repr3","104000","86","14.9","7/8/2022","0"
"16709","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","105000","352","31.9","7/12/2023","0"
"15221","кредитная","CC_GRACE145_repr3","160000","55","14.9","10/22/2022","0"
"19728","кредитная","CC_GRACE145_ONLINE_repr3","120000","115","14.9","7/17/2023","0"
"36634","кредитная","CC_BLOCKBUSTER_31.9","150000","326","31.9","7/5/2023","0"
"23224","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","150000","357","31.9","7/5/2023","0"
"1070","кредитная","CC_GRACE145","80000","56","35.9","11/24/2022","0"
"38084","кредитная","CC_BLOCKBUSTER_31.9","75001","56","31.9","7/5/2023","0"
"13191","кредитная","CC_GRACE145_repr3","100000","115","69.9","12/31/2022","0"
"11131","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","201000","234","27.9","11/1/2023","0"
"14898","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","35000","60","33.9","6/7/2023","0"
"19163","кредитная","CC_GRACE145_repr3","40001","86","14.9","4/2/2022","0"
"2095","кредитная","CC_BLOCKBUSTER_31.9","30000","344","31.9","7/25/2023","0"
"26531","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","100000","201","27.9","12/1/2023","0"
"5416","кредитная","CC_BLOCKBUSTER_31.9","75000","357","31.9","7/7/2023","0"
"30699","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","200000","181","27.9","11/21/2023","0"
"28869","кредитная","CC_GRACE145_repr3","121000","147","69.9","10/20/2022","0"
"19222","кредитная","CC_GRACE145_repr3","100000","55","14.9","5/14/2022","0"
"18308","кредитная","CC_1.5cashback_repr","80000","108","14.9","2/25/2023","0"
"36132","кредитная","CC_GRACE145","300000","115","35.9","4/14/2023","0"
"11441","кредитная","CC_BLOCKBUSTER_31.9","20000","29","69.9","10/13/2023","1"
"34803","кредитная","CC_BLOCKBUSTER_31.9","50000","325","31.9","7/10/2023","0"
"26283","кредитная","CC_GRACE145_repr2","147000","146","14.9","2/28/2022","0"
"20237","кредитная","CC_BLOCKBUSTER_31.9","29000","344","31.9","7/21/2023","0"
"1040","кредитная","CC_BLOCKBUSTER_31.9","20001","281","31.9","8/7/2023","0"
"13296","кредитная","CC_GRACE145_repr3","290000","56","69.9","5/31/2023","0"
"23666","кредитная","CC_GRACE145_ONLINE_repr3","60000","56","14.9","9/30/2022","1"
"9548","кредитная","CC_BLOCKBUSTER_31.9","95000","115","31.9","8/2/2023","0"
"24841","кредитная","CC_BLOCKBUSTER_31.9","75001","328","31.9","7/5/2023","0"
"22053","кредитная","CC_GRACE145_repr3","180000","55","14.9","8/15/2022","0"
"33572","кредитная","CC_GRACE145_Ref_29.9","200000","115","29.9","1/13/2023","0"
"36411","кредитная","CC_BB_4.0_VRT","112000","52","20.9","4/15/2024","0"
"12660","кредитная","CC_BB_4.0_VRT","50000","110","20.9","2/17/2024","0"
"15888","кредитная","CC_BLOCKBUSTER_31.9","15000","348","31.9","7/17/2023","0"
"11829","кредитная","CC_GRACE145_repr3","130000","115","14.9","7/29/2022","0"
"20340","кредитная","CC_GRACE145_ONLINE_Q3_23","26000","55","31.9","12/5/2023","0"
"26747","кредитная","CC_BLOCKBUSTER_31.9","55000","329","31.9","7/6/2023","0"
"15899","кредитная","CC_BLOCKBUSTER_31.9","40000","321","31.9","7/13/2023","0"
"13224","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","75000","342","31.9","7/24/2023","0"
"5273","кредитная","CC_BLOCKBUSTER_31.9","200000","86","31.9","7/5/2023","0"
"35799","кредитная","CC_GRACE145_ONLINE_repr3","98000","56","14.9","3/29/2023","0"
"30945","кредитная","CC_GRACE145_repr3","191000","55","14.9","5/11/2022","0"
"12467","кредитная","CC_GRACE145_repr3","104000","115","69.9","9/30/2022","0"
"37041","кредитная","CC_GRACE145_repr3","135000","86","14.9","10/22/2022","0"
"3808","кредитная","CC_GRACE145_ONLINE_repr2","152000","462","49.9","1/26/2022","0"
"9594","кредитная","CC_BB_5.0_VRT","60000","84","18.9","4/1/2024","0"
"13857","кредитная","CC_GRACE145_ONLINE_repr3","80000","55","14.9","4/11/2023","0"
"12591","кредитная","CC_GRACE145_repr3","254000","56","14.9","10/21/2022","0"
"1033","кредитная","CC_BLOCKBUSTER_33.9","30000","86","33.9","6/23/2023","0"
"33502","кредитная","CC_GRACE145_34.9","60000","146","34.9","6/7/2022","0"
"12374","кредитная","CC_BLOCKBUSTER_31.9","30000","322","31.9","7/11/2023","0"
"35653","кредитная","CC_BLOCKBUSTER_2.0_ONLINE_Q3_23","29500","228","27.9","11/2/2023","0"
"10399","кредитная","CC_GRACE145_repr3","80001","86","14.9","12/26/2022","0"
"30576","кредитная","CC_BLOCKBUSTER_31.9","52000","284","31.9","7/10/2023","0"
"2326","кредитная","CC_BLOCKBUSTER_31.9","299000","326","31.9","7/7/2023","0"
"7515","кредитная","CC_GRACE145_repr3","40001","147","14.9","10/17/2022","0"
"33262","кредитная","CC_GRACE145_repr3","30000","56","14.9","10/28/2022","0"
"10784","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","299000","266","27.9","9/16/2023","0"
"15672","кредитная","CC_GRACE145_ONLINE_repr3","100000","115","14.9","12/13/2022","0"
"21654","кредитная","CC_BLOCKBUSTER_31.9","120000","359","31.9","7/5/2023","0"
"25380","кредитная","CC_GRACE145_ONLINE_repr3","30000","55","14.9","2/10/2024","0"
"20247","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","40000","146","31.9","7/8/2023","0"
"12791","кредитная","CC_BLOCKBUSTER_33.9","150000","356","33.9","6/21/2023","0"
"3723","кредитная","CC_BLOCKBUSTER_31.9","120000","327","31.9","7/6/2023","0"
"11754","кредитная","CC_GRACE145_34.9","80001","56","34.9","5/30/2022","0"
"32420","кредитная","CC_GRACE145_repr3","17000","86","14.9","5/22/2023","0"
"15732","кредитная","CC_BLOCKBUSTER_31.9","120000","358","31.9","7/7/2023","0"
"2038","кредитная","CC_BLOCKBUSTER_33.9","100000","358","33.9","6/17/2023","0"
"9756","кредитная","CC_BLOCKBUSTER_31.9","200001","354","31.9","7/10/2023","0"
"1097","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","353","31.9","7/13/2023","0"
"15282","кредитная","CC_GRACE145_repr3","140000","86","14.9","10/13/2022","0"
"36465","кредитная","CC_GRACE145_28.9","52000","115","69.9","8/22/2022","0"
"29841","кредитная","CC_GRACE145_repr3","118000","55","14.9","10/31/2022","0"
"3728","кредитная","CC_BLOCKBUSTER_31.9","50001","326","31.9","7/7/2023","0"
"22255","кредитная","CC_GRACE145_Q3_23","299000","146","31.9","9/2/2023","0"
"20578","кредитная","CC_BLOCKBUSTER_31.9","150000","328","31.9","7/6/2023","0"
"13550","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","40000","207","31.9","7/4/2023","0"
"2373","кредитная","CC_GRACE145_ONLINE_Q3_23","150000","117","31.9","10/30/2023","0"
"2112","кредитная","CC_BLOCKBUSTER_31.9","200000","360","31.9","7/4/2023","0"
"21364","кредитная","CC_BLOCKBUSTER_31.9","30000","327","31.9","7/15/2023","0"
"38742","кредитная","CC_GRACE145_repr3","40000","56","69.9","10/24/2022","0"
"25164","кредитная","CC_BLOCKBUSTER_31.9","60000","329","31.9","7/5/2023","0"
"38065","кредитная","CC_GRACE145_repr3","40000","634","14.9","8/30/2022","0"
"16970","кредитная","CC_BLOCKBUSTER_31.9","50000","307","31.9","7/27/2023","0"
"26469","кредитная","CC_GRACE145_34.9","112000","55","34.9","6/8/2022","1"
"2875","кредитная","CC_BLOCKBUSTER_31.9","60000","115","31.9","7/6/2023","1"
"9727","кредитная","CC_GRACE145_repr3","40000","116","14.9","11/21/2022","0"
"22454","кредитная","CC_BLOCKBUSTER_31.9","120000","328","31.9","7/5/2023","0"
"18765","кредитная","CC_GRACE145_Q3_23","100000","55","31.9","11/27/2023","0"
"33554","кредитная","CC_GRACE145_ONLINE_repr3","300000","167","14.9","8/13/2022","0"
"14761","кредитная","CC_BB_3.0_NTB","50000","175","20.9","12/16/2023","0"
"32556","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","75000","354","33.9","6/20/2023","0"
"36479","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","299000","358","31.9","7/4/2023","0"
"3517","кредитная","CC_GRACE145_repr3","30000","115","14.9","4/22/2023","0"
"31410","кредитная","CC_GRACE145_repr3","151000","177","69.9","11/5/2022","0"
"4610","кредитная","CC_GRACE145_repr3","200000","55","14.9","10/22/2022","0"
"38139","кредитная","CC_BLOCKBUSTER_31.9","40001","327","31.9","7/6/2023","0"
"37571","кредитная","CC_BLOCKBUSTER_31.9","300000","76","31.9","7/31/2023","0"
"21331","кредитная","CC_GRACE145_repr3","90000","56","14.9","5/21/2022","0"
"17351","кредитная","CC_GRACE145_repr3","224000","147","14.9","10/20/2022","0"
"24453","кредитная","CC_GRACE145_repr","95000","115","14.9","4/12/2022","1"
"29565","кредитная","CC_GRACE145_repr3","40000","86","14.9","11/18/2022","1"
"17403","кредитная","CC_GRACE145_ONLINE_Q3_23","100000","86","31.9","10/18/2023","0"
"26624","кредитная","CC_GRACE145_repr3","168000","391","14.9","12/6/2022","0"
"32382","кредитная","CC_GRACE145_repr3","40000","86","69.9","5/23/2023","0"
"9860","кредитная","CC_BLOCKBUSTER_2.0_ONLINE_Q3_23","100000","192","27.9","11/15/2023","0"
"16832","кредитная","CC_GRACE145_29.9","156000","115","29.9","2/1/2023","0"
"12044","кредитная","CC_GRACE145_repr3","240000","56","14.9","11/25/2022","0"
"25517","кредитная","CC_BLOCKBUSTER_31.9","240001","289","31.9","8/24/2023","0"
"20542","кредитная","CC_GRACE145_repr3","90000","147","14.9","7/11/2022","1"
"3559","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","50001","323","31.9","7/8/2023","0"
"24273","кредитная","CC_BLOCKBUSTER_31.9","60000","357","31.9","7/14/2023","0"
"31275","кредитная","CC_GRACE145_Ref","121000","56","35.9","12/26/2022","0"
"35110","кредитная","CC_GRACE145_ONLINE_repr2","70000","57","14.9","1/15/2022","1"
"7816","кредитная","CC_GRACE145_ONLINE_Q3_23","70000","242","31.9","11/1/2023","0"
"3116","кредитная","CC_GRACE145_repr3","40000","55","14.9","1/16/2023","0"
"22591","кредитная","CC_GRACE145_ONLINE_repr3","100000","115","14.9","5/16/2022","0"
"24284","кредитная","CC_BLOCKBUSTER_31.9","102000","328","31.9","7/6/2023","0"
"2321","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","100000","190","27.9","11/20/2023","0"
"3662","кредитная","CC_BLOCKBUSTER_31.9","60000","358","31.9","7/4/2023","0"
"11894","кредитная","CC_BLOCKBUSTER_31.9","20000","358","31.9","7/7/2023","0"
"24227","кредитная","CC_GRACE145_Q3_23","85000","147","69.9","12/26/2023","0"
"24124","кредитная","CC_GRACE145_repr3","160000","115","14.9","11/21/2022","0"
"4004","кредитная","CC_BLOCKBUSTER_31.9","45000","328","31.9","7/5/2023","0"
"22954","кредитная","CC_BLOCKBUSTER_31.9","72864.36","359","31.9","7/5/2023","0"
"34263","кредитная","CC_BLOCKBUSTER_31.9","80000","328","31.9","7/3/2023","0"
"29434","кредитная","CC_BLOCKBUSTER_31.9","35000","360","31.9","7/8/2023","0"
"35043","кредитная","CC_BLOCKBUSTER_31.9","60000","329","31.9","7/4/2023","0"
"1838","кредитная","CC_GRACE145_repr3","50000","86","14.9","7/28/2022","0"
"15225","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","80000","358","33.9","6/26/2023","0"
"14439","кредитная","CC_BLOCKBUSTER_31.9","75001","359","31.9","7/3/2023","0"
"20247","кредитная","CC_GRACE145_ONLINE_repr3","84000","56","14.9","3/29/2023","0"
"5308","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","29500","261","27.9","9/2/2023","0"
"21502","кредитная","CC_BLOCKBUSTER_33.9","300000","68","33.9","6/23/2023","0"
"20764","кредитная","CC_BLOCKBUSTER_31.9","40000","329","31.9","7/25/2023","0"
"20417","кредитная","CC_BB_5.0_VRT","50000","47","18.9","4/24/2024","0"
"30240","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","80001","206","27.9","12/6/2023","0"
"25853","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","200000","328","31.9","7/6/2023","0"
"21977","кредитная","CC_BB_5.0_VRT","75000","49","18.9","4/16/2024","0"
"4288","кредитная","CC_BLOCKBUSTER_31.9","299000","323","31.9","7/10/2023","0"
"4473","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","329","31.9","7/6/2023","0"
"9989","кредитная","CC_BLOCKBUSTER_33.9","120000","327","33.9","7/3/2023","0"
"1693","кредитная","CC_BLOCKBUSTER_31.9","70000","359","31.9","7/6/2023","0"
"23398","кредитная","CC_205_2.0","50000","86","28.9","3/15/2024","0"
"35440","кредитная","CC_BLOCKBUSTER_31.9","94001","200","31.9","7/7/2023","0"
"28382","кредитная","CC_grace145_2021","219000","55","23.9","1/21/2022","1"
"29649","кредитная","CC_BLOCKBUSTER_31.9","40000","352","31.9","7/14/2023","0"
"24850","кредитная","CC_BLOCKBUSTER_31.9","120000","328","31.9","7/3/2023","0"
"30113","кредитная","CC_GRACE145_repr3","60001","86","69.9","10/5/2022","0"
"12345","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","24000","266","27.9","9/7/2023","0"
"18050","кредитная","CC_STAFF_BLOCKBUSTER_26.9","75000","358","26.9","7/7/2023","0"
"14654","кредитная","CC_BLOCKBUSTER_31.9","40000","325","31.9","7/8/2023","0"
"4299","кредитная","CC_BLOCKBUSTER_31.9","75000","355","31.9","7/7/2023","0"
"1973","кредитная","CC_GRACE145_29.9","248000","115","29.9","2/13/2023","1"
"9525","кредитная","CC_BLOCKBUSTER_31.9","60000","312","31.9","7/22/2023","0"
"37911","кредитная","CC_GRACE145_repr3","91000","290","14.9","10/7/2022","0"
"13212","кредитная","CC_BLOCKBUSTER_31.9","60000","326","31.9","7/8/2023","0"
"12013","кредитная","CC_GRACE145_repr3","180000","55","14.9","3/18/2022","0"
"3729","кредитная","CC_BLOCKBUSTER_31.9","100001","328","31.9","7/3/2023","0"
"16326","кредитная","CC_GRACE145_28.9","75000","56","69.9","9/29/2022","1"
"22372","кредитная","CC_BLOCKBUSTER_31.9","40000","361","31.9","7/3/2023","0"
"19818","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","15001","177","27.9","9/29/2023","0"
"18542","кредитная","CC_GRACE145","300000","86","35.9","12/24/2022","0"
"12741","кредитная","CC_GRACE145_repr3","154000","378","14.9","9/3/2022","0"
"13765","кредитная","CC_BLOCKBUSTER_33.9","98001","357","33.9","6/13/2023","0"
"38149","кредитная","CC_BB_5.0_VRT","15000","55","24.9","4/15/2024","0"
"29321","кредитная","CC_GRACE145_34.9","160001","207","34.9","5/4/2022","1"
"3988","кредитная","CC_1.5cashback_29.9","30000","69","29.9","2/15/2023","0"
"21866","кредитная","CC_BLOCKBUSTER_33.9","50000","358","33.9","6/26/2023","0"
